true	pred
ab	ba
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	ba
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	ab
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	ab
ab	none
ba	ba
ba	none
ba	ba
ba	none
none	none
none	ab
none	none
none	none
ab	ab
ab	ba
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ab
ba	ba
none	ab
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	ab
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	ab
ab	none
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ab
ba	ba
ba	ba
ba	ba
none	ab
none	none
none	none
none	ab
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	none
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	none
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	ab
ab	ab
ab	none
ab	none
ab	none
ba	ab
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	ab
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	none
ba	ab
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	ab
ab	ab
ab	none
ab	none
ab	ab
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	none
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	none
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	none
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	none
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	ab
none	none
none	none
ab	ba
ab	none
ab	ab
ab	ab
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	none
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	ab
none	ab
none	ab
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ab
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	ab
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	ba
ba	none
ba	ba
ba	none
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	ab
ab	ab
ba	ba
ba	none
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	ba
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ab
ba	ab
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	none
ba	none
ba	ba
ba	ba
ba	ba
none	ab
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ba
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	none
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	none
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	ab
none	ab
none	none
ab	ab
ab	ab
ab	none
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	none
none	none
none	ab
none	none
none	none
ab	none
ab	none
ab	ab
ab	ab
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	ba
ab	none
ba	ba
ba	ba
ba	ab
ba	none
none	none
none	none
none	none
none	ab
ab	ba
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	ab
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	none
ba	ba
none	ab
none	none
none	ab
none	none
ab	ab
ab	none
ab	ab
ab	ba
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ba
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ba
ab	ba
ab	none
ab	none
ba	ba
ba	ba
ba	ab
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	none
ba	ba
none	ab
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	none
ab	ab
ab	none
ab	ab
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	ab
none	none
none	none
none	none
ab	none
ab	ab
ab	none
ab	ab
ba	ab
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	ba
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	ab
none	none
none	none
none	ab
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	ab
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	none
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ba
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	ab
ab	ab
ab	ab
ab	none
ab	ab
ba	none
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ab
ba	ba
none	none
none	none
none	none
none	ab
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	none
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	ab
ab	ab
ab	ba
ab	ab
ab	ba
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	ab
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ba
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ba
ab	none
ba	ab
ba	ba
ba	ab
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	none
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	none
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ba
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	ab
ab	none
ab	ba
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ba
ab	none
ab	ab
ab	ab
ba	ab
ba	none
ba	none
ba	none
none	none
none	none
none	none
none	none
ab	ba
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	ab
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	ab
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	ba
none	none
none	none
ab	none
ab	none
ab	ab
ab	ab
ba	none
ba	none
ba	ba
ba	ba
none	none
none	ab
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	none
ba	ab
ba	ba
ba	none
none	none
none	ab
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ba
ab	ab
ab	ab
ba	ba
ba	ba
ba	none
ba	ba
none	ab
none	none
none	none
none	none
ab	none
ab	none
ab	ab
ab	none
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ba
ab	ab
ab	none
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ab
ba	ba
ba	ba
ba	ba
none	ab
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	none
none	none
none	none
none	none
none	none
ab	ab
ab	ba
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	none
ab	none
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	none
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ab
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	none
none	ab
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	ab
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	ab
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	ab
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	ab
ab	none
ab	ab
ab	none
ab	ab
ba	none
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	ab
ab	ab
ab	none
ab	ab
ab	none
ba	ab
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	none
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	ab
none	ab
ab	ab
ab	none
ab	none
ab	none
ba	ba
ba	ab
ba	ba
ba	none
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	ab
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ba
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	ab
ab	ab
ab	none
ab	none
ab	none
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	none
ab	none
ba	ba
ba	ba
ba	ba
ba	none
none	none
none	none
none	none
none	ab
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	ab
ab	none
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ba
ab	none
ba	ba
ba	none
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	ab
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ab
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ba
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	none
none	none
none	none
none	ab
none	ab
ab	ab
ab	ab
ab	none
ab	ab
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	none
ab	ab
ba	none
ba	ba
ba	ba
ba	ab
none	ab
none	none
none	ab
none	ab
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	none
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	none
ba	none
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	none
ba	ba
ba	ba
ba	none
none	none
none	ab
none	ab
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ba
ba	ab
ba	ba
none	none
none	none
none	none
none	none
ab	ba
ab	none
ab	ab
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	ab
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	none
ba	ab
ba	ba
none	none
none	ab
none	none
none	none
ab	none
ab	ab
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	none
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	none
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	ab
none	none
ab	ab
ab	none
ab	ab
ab	ab
ba	ba
ba	ba
ba	ba
ba	ba
none	ab
none	none
none	none
none	none
ab	none
ab	none
ab	ab
ab	ab
ba	ba
ba	ab
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	none
ba	ba
ba	ba
ba	ba
ba	ba
none	ba
none	none
none	none
none	none
ab	ab
ab	ab
ab	ba
ab	none
ba	none
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	ab
ab	ab
ba	ba
ba	ba
ba	ab
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	none
ba	ab
ba	ba
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	none
ab	none
ba	ba
ba	ba
ba	none
ba	ba
none	none
none	none
none	none
none	none
ab	none
ab	ab
ab	ab
ab	none
ba	none
ba	ba
ba	ba
ba	ab
none	none
none	none
none	none
none	none
ab	ab
ab	ab
ab	none
ab	none
ba	ba
ba	none
ba	ba
ba	ba
none	none
none	none
none	none
none	none
ab	ab
ab	none
ab	none
ab	ab
ba	ba
ba	ba
ba	ab
ba	none
none	none
none	none
none	none
none	none
